,FINAL_ID,length,ridership,avg_speed,avg_speed_q10,avg_speed_q50,avg_speed_q90,trips,avg_load,avg_load_q10,avg_load_q50,avg_load_q90,service_hours,avg_speed_sd,riders_per_m,riders_per_km,avg_speed_cv,routes_str,stops_str,riders_per_service_hour,service_hour_km,low_inc_riders,rider_norm,equity_norm,reliability_norm,speed_norm,service_norm,final_score,rank,name,extents,comment,priority
82,108111,1566.631124,3800.651461,7.914160087,6.54564695,7.530255653,9.878743327,175,17.6584821,4.086902972,16.23415978,32.87774295,18.9,1.617243506,2.42600278,2426.00278,0.204348091,"33, 49","NA, SEPTA2811, SEPTA22053, SEPTA14920, SEPTA22017, SEPTA14921, SEPTA595, SEPTA21079, SEPTA2834, SEPTA2807, SEPTA32502, SEPTA2801, SEPTA2828, SEPTA2812, SEPTA14917, SEPTA2802",201.0926699,12.06410349,955.1848848,4.414839005,5.663886366,4.98341809,8.8101983,5.578052494,5.638396515,82,NA,NA,NA,
83,100221,994.0145503,3147,9.323220359,4.898013234,9.33090509,13.52379616,226,13.09734513,7,13.33333333,19,5.96,3.100652759,3.165949632,3165.949632,0.33257315,"21, 42","SEPTA20976, NA, SEPTA21356",528.0201342,5.995888086,1056.073633,5.761394026,6.262118621,8.110430788,7.337110482,2.772305338,5.629897155,83,NA,NA,NA,
84,118311,826.6032169,2684.696794,8.391250597,6.109070774,7.831895711,11.62316408,126,19.6114005,11,18.43055556,30.44444444,4.06,2.395897455,3.247866375,3247.866375,0.285523287,47,"NA, SEPTA18517, SEPTA18518, SEPTA18519",661.2553679,4.911667312,1119.075885,5.910466086,6.635698227,6.963030129,8.385269122,2.270996608,5.622827637,84,7th Street,Market to Callowhill,NA,2nd Tier
85,108211,1097.000321,3027.134842,7.398341861,5.647371594,6.592928501,10.81462769,125,20.59143619,6.825860468,18.84,40.73722478,10.56,2.197681107,2.759465776,2759.465776,0.297050494,17,"SEPTA32501, SEPTA2821, SEPTA21317, NA, SEPTA21314, SEPTA21315, SEPTA358, SEPTA6064, SEPTA21316, SEPTA21313, SEPTA21312",286.6604964,9.626250605,795.847028,5.021674848,4.719072929,7.244143065,9.206798867,4.45086792,5.604271666,85,20th Street,JFK to South,NA,2nd Tier
86,245111,1353.882123,3880,7.162393597,1.653719872,7.475175198,11.31800078,330,10.78181818,2.5,9.25,21.05,4.91,3.446448113,2.865832951,2865.832951,0.48118664,"LUCYGO, 30, 42","SEPTA21230, SEPTA31743, NA, SEPTA21435, SEPTA21451, SEPTA28343, SEPTA22284",790.2240326,3.626608193,949.382501,5.215241795,5.629480417,10,9.348441926,1.676826703,5.548942469,86,38th Street,Market to Civic Center,NA,
87,300111,1108.533871,3116,9.371876121,7.984035498,9.075143406,11.00474168,171,14.98960364,8.888888889,14.66666667,21.66666667,11.15,1.269410575,2.810919975,2810.919975,0.135448928,3,"NA, SEPTA25455, SEPTA25401, SEPTA31367, SEPTA32167, SEPTA25399, SEPTA25456, SEPTA25396, SEPTA25459, SEPTA18078, SEPTA25458, SEPTA25395, SEPTA25460, SEPTA26260, SEPTA26261, SEPTA25394, SEPTA25465, SEPTA25393, SEPTA25457, SEPTA25398",279.4618834,10.05833046,1204.521842,5.115311181,7.142360547,3.303180544,7.223796034,4.650647716,5.542951933,87,NA,NA,NA,
88,151311,1681.524489,4854.134699,10.13041124,7.994825206,9.738191815,12.88745328,259,15.30059515,6.228080808,13.7875,26.7991453,17.34,2.022985643,2.88674636,2886.74636,0.199694326,"61, 331, 33","NA, SEPTA12342, SEPTA18426, SEPTA17873, SEPTA12307, SEPTA12293, SEPTA17874, SEPTA17875, SEPTA12320, SEPTA17876, SEPTA17878, SEPTA18421, SEPTA17879, SEPTA17883, SEPTA17880, SEPTA18418, SEPTA18416, SEPTA25801, SEPTA25800",279.9385639,10.31207105,1112.049174,5.25330001,6.59403248,4.869927144,5.920679887,4.767969182,5.502651297,88,NA,NA,NA,
89,104432,462.0165329,1440,7.705556105,6.212387157,7.540542791,9.570964497,99,9.808080808,3.333333333,10,15.73333333,3.48,1.42459996,3.116771581,3116.771581,0.184879578,"30, 40","SEPTA21463, SEPTA21464, SEPTA300, SEPTA299",413.7931034,7.532197988,970.3879954,5.671899826,5.754035082,4.508641249,8.95184136,3.482645505,5.409705429,89,NA,NA,NA,
90,110131,1384.589256,3508.972396,8.517972499,6.23244828,8.133060117,11.26622626,210,14.97955345,4.925714286,12.60367647,28.43452075,14.45,2.018792177,2.534305665,2534.305665,0.237003838,"48, 49, 7","SEPTA3145, NA, SEPTA3129, SEPTA32495, SEPTA690, SEPTA3124, SEPTA32494, SEPTA3155, SEPTA2850, SEPTA25157, SEPTA3107, SEPTA3167",242.8354599,10.43630805,841.5969716,4.611928558,4.990352851,5.779790791,8.300283286,4.825412366,5.366932703,90,22nd Street,Fairmont to Arch,NA,
91,169212,2664.314752,7185.818398,12.7876515,9.989959586,12.14445014,16.22649905,305,16.27844969,5.010357143,16.97796474,25.86944444,34.63,2.980124928,2.69706062,2697.06062,0.233047087,"89, 56","SEPTA17576, SEPTA18143, SEPTA18202, SEPTA30928, SEPTA17708, SEPTA17896, SEPTA18144, SEPTA18201, SEPTA26247, SEPTA30927, SEPTA18020, SEPTA18203, SEPTA18134, NA, SEPTA18204, SEPTA18018, SEPTA18205, SEPTA18016, SEPTA17600, SEPTA18012, SEPTA17462, SEPTA18006, SEPTA18206, SEPTA827, SEPTA19013, SEPTA32161, SEPTA828, SEPTA18197, SEPTA18146, SEPTA18198, SEPTA17442, SEPTA17895, SEPTA18036, SEPTA26255",207.502697,12.99771357,1066.96124,4.908109967,6.326678028,5.683297856,2.577903683,6.009723695,5.343778115,91,Erie Avenue,Front Street to Kensington,NA,
92,154111,2123.057201,4032.902381,7.309743594,2.686412319,7.928079017,11.4188937,181,13.20443611,4.253333333,12.93333333,22.48888889,20.56,3.080322577,1.899573115,1899.573115,0.421399539,"37, 79","SEPTA24243, SEPTA24298, NA, SEPTA24242, SEPTA32284, SEPTA24297, SEPTA24296, SEPTA24292, SEPTA24247, SEPTA24295, SEPTA24246, SEPTA24294, SEPTA1069, SEPTA24293, SEPTA1072, SEPTA24291, SEPTA24248, SEPTA24289, SEPTA24251, SEPTA632, SEPTA1286, SEPTA24250, SEPTA24290, SEPTA24301, SEPTA24240, SEPTA24239, SEPTA24302, SEPTA24241, SEPTA24300",196.1528395,9.684147929,603.9997807,3.456842485,3.581491057,10,9.263456091,4.477637776,5.286924841,92,Snyder Avenue,Broad to 30th,NA,
93,117212,3775.21456,6401.825423,9.278377096,7.563908748,9.143861922,11.19035025,147,18.39645656,10.40916708,18.00030193,26.84479578,71.66,1.466737557,1.695751413,1695.751413,0.158081262,"47, 471","SEPTA16306, NA, SEPTA16305, SEPTA16304, SEPTA16300, SEPTA16297, SEPTA26053, SEPTA16298, SEPTA16299, SEPTA729, SEPTA24345, SEPTA16301, SEPTA16302, SEPTA16303, SEPTA725, SEPTA30192, SEPTA16273, SEPTA16275, SEPTA16274, SEPTA16276, SEPTA16277, SEPTA26050, SEPTA16278, SEPTA16279, SEPTA26051, SEPTA16283, SEPTA16284, SEPTA26052, SEPTA16285, SEPTA20855, SEPTA22041",89.33610693,18.98170259,585.0135781,3.085927824,3.468910032,3.855113176,7.422096317,8.776527291,5.242492473,93,NA,NA,NA,
94,129211,3216.927751,6381.474927,8.472589509,6.707979178,7.886531998,10.89185279,220,15.98563185,6.584032752,16.2318641,25.70626786,37.55,1.842229279,1.983717205,1983.717205,0.21743403,"32, 54","SEPTA9345, SEPTA20524, SEPTA2439, SEPTA9375, SEPTA20523, SEPTA20547, SEPTA32150, SEPTA9344, NA, SEPTA9349, SEPTA20527, SEPTA20528, SEPTA9348, SEPTA9346, SEPTA20525, SEPTA9347, SEPTA9351, SEPTA20598, SEPTA9352, SEPTA20529, SEPTA9353, SEPTA20530, SEPTA20539, SEPTA20531, SEPTA9355, SEPTA20532, SEPTA20536, SEPTA9361, SEPTA16543, SEPTA9357, SEPTA20534, SEPTA9356, SEPTA20533, SEPTA9358, SEPTA20535, SEPTA15998, SEPTA19701, SEPTA9342, SEPTA20522, SEPTA9343, SEPTA20521, SEPTA20542, SEPTA20520",169.94607,11.67262771,864.2146212,3.609967871,5.124466989,5.302543669,8.328611898,5.397046715,5.23676484,94,Lehigh Avenue,Germantown to 33rd,NA,
95,163222,376.7875904,1194,8.776700308,5.021837105,9.072480442,12.28745645,86,13.18604651,6.25,13.25,20,1.27,2.904080306,3.168894174,3168.894174,0.330885208,65,"SEPTA947, SEPTA20557, SEPTA14061",940.1574803,3.370599331,925.6273354,5.766752502,5.488621238,8.06926711,8.101983003,1.558456459,5.224863814,95,NA,NA,NA,
96,151211,1587.833271,4554.283749,11.2484956,7.502562134,10.19276119,15.86531112,302,11.70836675,2.5,11.475,21.67444444,15.7,5.061820098,2.868238015,2868.238015,0.44999974,"32, 35, 9, 27","SEPTA14893, SEPTA31281, NA, SEPTA16021, SEPTA16186, SEPTA16020, SEPTA16187, SEPTA12331, SEPTA17338, SEPTA123, SEPTA12302, SEPTA16185, SEPTA12275, SEPTA12300, SEPTA16181, SEPTA12274, SEPTA16064, SEPTA18045, SEPTA16065, SEPTA20405",290.0817675,9.887688014,662.9903965,5.21961853,3.931283176,10,4.107648725,4.571748149,5.194118555,96,NA,NA,NA,
97,113214,3442.013861,8172.316651,13.22077251,8.966344014,11.57053142,19.90648316,279,20.35130668,11.18787879,20.375,29.93333333,41.02,4.986159593,2.374283481,2374.283481,0.377145858,"701, 16, 4","NA, SEPTA5169, SEPTA17291, SEPTA17129, SEPTA17296, SEPTA17132, SEPTA17290, SEPTA17133, SEPTA17134, SEPTA17288, SEPTA17135, SEPTA17287, SEPTA17286, SEPTA17136, SEPTA17137, SEPTA17284, SEPTA1276, SEPTA17138, SEPTA32149, SEPTA17160, SEPTA17280, SEPTA17159, SEPTA17158, SEPTA17281, SEPTA17282, SEPTA17161, SEPTA17278, SEPTA17279, SEPTA142, SEPTA17297, SEPTA17121, SEPTA21194, SEPTA17127, SEPTA17120, SEPTA28696, SEPTA17118, SEPTA17300, SEPTA17298, SEPTA17299, SEPTA17117, SEPTA140",199.2276122,11.91744184,867.3827231,4.320720243,5.143252639,9.197421328,2.351274788,5.510240878,5.187140454,97,NA,NA,NA,
98,205222,1032.340392,3160.710075,10.46215127,8.341321673,10.0277916,13.02884038,290,8.75425965,4.483333333,8,13.49416667,9.05,1.987160728,3.061693702,3061.693702,0.189938061,"53, K","SEPTA16443, SEPTA16444, SEPTA16474, SEPTA16472, SEPTA24789, SEPTA16446, SEPTA16445, SEPTA16473, SEPTA224, SEPTA227, SEPTA16471",349.249732,8.766488335,1024.496396,5.57166912,6.074877503,4.632002016,5.240793201,4.053341566,5.159071449,98,NA,NA,NA,
99,135111,1948.341117,4098.200715,10.32253832,7.198476484,10.07882932,13.64095061,273,11.1990811,3.673333333,10.875,18.325,21.38,3.101359831,2.103430801,2103.430801,0.300445466,"711, 89, 39, 3","SEPTA25406, SEPTA8986, NA, SEPTA2462, SEPTA16354, SEPTA19016, SEPTA32165, SEPTA19017, SEPTA801, SEPTA21262, SEPTA32164, SEPTA8970, SEPTA25440, SEPTA17743, SEPTA25436, SEPTA25405, SEPTA16355, SEPTA25407, SEPTA60, SEPTA21175",191.6838501,10.97343777,893.7093336,3.82782263,5.299359517,7.326935917,5.495750708,5.073763831,5.153072323,99,NA,NA,NA,
100,150111,2056.50797,4927.389261,10.68664728,8.632727893,10.16363469,13.30919877,451,7.684118739,2.535714286,7.083333333,13,26.37,2.74074454,2.395998135,2395.998135,0.256464396,"32, 48, 49","SEPTA2885, SEPTA14949, SEPTA2889, SEPTA2888, SEPTA14948, SEPTA16000, SEPTA4341, SEPTA15009, SEPTA20593, SEPTA23051, SEPTA3196, NA, SEPTA746, SEPTA752, SEPTA2907, SEPTA2892, SEPTA20538, SEPTA2893, SEPTA14947, SEPTA2890, SEPTA30272, SEPTA3198, SEPTA30271, SEPTA2910, SEPTA2906, SEPTA30270",186.8558688,12.82270742,788.4227009,4.360236562,4.675049467,6.254373619,4.730878187,5.928806493,5.114179606,100,NA,NA,NA,
101,278111,1316.578564,4415.549851,14.11222418,10.59044249,13.54353182,18.59447039,245,16.08993601,9.818181818,15.52777778,22.83571429,12.8,3.139567948,3.353806579,3353.806579,0.222471519,"801, 802","NA, SEPTA28585, SEPTA1342, SEPTA31242, SEPTA31244, SEPTA1346, SEPTA1347, SEPTA28584, SEPTA18219, SEPTA28583, SEPTA31659, SEPTA18220, SEPTA18221, SEPTA28582",344.9648321,9.722169527,1043.298898,6.103256031,6.186369254,5.425392453,1.728045326,4.495217737,5.090390478,101,NA,NA,NA,
102,126112,724.4177449,2213.741918,9.224534149,7.732723455,8.939432322,11.00673818,119,15.76197076,6.506666667,14.6,26.64,4.64,1.519321262,3.055891347,3055.891347,0.164704389,64,"SEPTA25597, SEPTA24863, SEPTA25595, NA, SEPTA24861, SEPTA25596, SEPTA25593, SEPTA24865, SEPTA24864, SEPTA25594, SEPTA24862",477.0995513,6.405144038,1021.027335,5.561109997,6.054307281,4.016630779,7.535410765,2.961532095,5.088242536,102,NA,NA,NA,
103,132111,2637.623141,4379,7.75329604,6.410654047,7.352459179,9.538771956,171,11.67805479,5.473684211,12.05263158,16.78947368,35.27,1.506059276,1.660206848,1660.206848,0.194247617,3,"NA, SEPTA25477, SEPTA25478, SEPTA25383, SEPTA25385, SEPTA17162, SEPTA25475, SEPTA25476, SEPTA25382, SEPTA25479, SEPTA25380, SEPTA25481, SEPTA25480, SEPTA54, SEPTA57, SEPTA25482, SEPTA18420, SEPTA25378, SEPTA25483, SEPTA3112, SEPTA25377, SEPTA25484, SEPTA25485, SEPTA25375, SEPTA25374, SEPTA25486, SEPTA25488, SEPTA25371, SEPTA25489, SEPTA25373, SEPTA25487, SEPTA25490, SEPTA25370, SEPTA26263, SEPTA30884, SEPTA25369, SEPTA25491, SEPTA25376",124.1565069,13.37188753,711.4238139,3.021243837,4.218475087,4.737098746,8.895184136,6.182729674,5.05964751,103,NA,NA,NA,
104,120111,1221.478348,3142.494796,9.183488312,7.667360796,9.015864464,10.66676838,172,15.94792814,7.608181818,13.13053613,27.34181818,10.41,2.105334158,2.572697912,2572.697912,0.229252119,57,"SEPTA17552, NA, SEPTA17554, SEPTA22256, SEPTA24866, SEPTA17548, SEPTA17546, SEPTA17544, SEPTA17543, SEPTA17541, SEPTA31338, SEPTA17538, SEPTA17535, SEPTA18121",301.8726989,8.522459702,833.0135388,4.681794754,4.93945633,5.590750333,7.592067989,3.940510594,5.03829271,104,NA,NA,NA,
105,160112,1419.91864,3244.452778,8.29806412,6.990122562,8.155954636,10.36059548,114,21.42797515,8.495,20.89,34.67833333,12.35,1.822040929,2.284956818,2284.956818,0.219574217,"WPS, 703","NA, SEPTA24525, SEPTA198, SEPTA24524, SEPTA24523, SEPTA22114, SEPTA24520, SEPTA24521, SEPTA24522, SEPTA24519, SEPTA24518, SEPTA1417, SEPTA19079",262.7087269,8.697681439,825.2921704,4.158163613,4.893671525,5.354736212,8.470254958,4.021527476,4.99646455,105,NA,NA,NA,
106,125112,1504.657045,3733.951587,9.522230669,7.860535739,9.061801376,11.6284194,130,21.9071746,10.3,21.33333333,34.04,13.35,1.965212416,2.481596454,2481.596454,0.206381518,"WPA, 703","NA, SEPTA24453, SEPTA180, SEPTA24457, SEPTA24455, SEPTA22113, SEPTA24459, SEPTA24460, SEPTA24458, SEPTA24451, SEPTA24461, SEPTA24462",279.6967481,8.872453723,881.1190544,4.516008353,5.224703907,5.033007074,6.798866856,4.102336545,4.939746442,106,NA,NA,NA,
107,198112,2126.952686,6342.87801,9.536162187,6.692140973,9.358049015,12.60467469,354,15.48306611,8.233977273,14.20054945,24.39285714,10.77,2.657905183,2.982143446,2982.143446,0.278718538,"18, 710, K","SEPTA15554, SEPTA18473, SEPTA15552, NA, SEPTA31519, SEPTA31436, SEPTA31479, SEPTA31520, SEPTA15557, SEPTA18470, SEPTA15556, SEPTA18471, SEPTA18472, SEPTA18474, SEPTA27748",588.9394624,5.063582313,844.3794027,5.426903592,5.006851619,6.797083333,6.770538244,2.341237207,4.889700802,107,NA,NA,NA,
108,242211,1131.53552,2555.584975,7.197026249,5.977402427,6.876758558,8.847730516,101,18.4606689,7.892857143,18.36813187,31.77142857,9.75,1.34007235,2.258510608,2258.510608,0.186198063,48,"NA, SEPTA4465, SEPTA3076, SEPTA14935, SEPTA15947, SEPTA14928, SEPTA4463, SEPTA107, SEPTA4462, SEPTA5131",262.1112795,8.616609756,760.1425738,4.11003681,4.507358972,4.540795036,9.320113314,3.984042544,4.882973125,108,NA,NA,NA,
109,110111,1260.349597,2869.952253,8.531318295,7.075652891,7.977704768,11.02028992,117,18.8027695,9.297006803,18.67226891,27.84237063,9.12,1.726343759,2.277108082,2277.108082,0.202353692,"331, 33","NA, SEPTA3158, SEPTA25379, SEPTA3142, SEPTA3108, SEPTA3146, SEPTA3121, SEPTA3168",314.687747,7.23608753,909.4326003,4.143880485,5.392592563,4.934780874,8.271954674,3.345733575,4.871393599,109,22nd Street,Cecil B Moore to York St,NA,
110,130111,1650.350285,3130.462047,8.324850399,5.891550258,7.958106627,11.09708583,277,9.881173195,2.175,7.226190476,20.28923077,13.74,2.367873378,1.896847036,1896.847036,0.284434346,"39, 33, 49, 7","SEPTA14752, NA, SEPTA16386, SEPTA16387, SEPTA16385, SEPTA16388, SEPTA16389, SEPTA14754, SEPTA16390, SEPTA16391, SEPTA16392, SEPTA16393, SEPTA16394, SEPTA656",227.8356657,8.325505271,754.6932456,3.451881567,4.475046509,6.936474216,8.413597734,3.849445215,4.862852317,110,NA,NA,NA,
111,112111,1746.957965,3233.728787,6.190722582,4.247495846,5.756610008,8.611437896,131,16.69917719,7.1,15.98333333,26.61538462,14.68,2.078478607,1.851062734,1851.062734,0.335740873,"2, 27","SEPTA2657, NA, SEPTA3057, SEPTA3040, SEPTA21213, SEPTA14934, SEPTA3064, SEPTA3069, SEPTA3024, SEPTA2660, SEPTA14907, SEPTA43",220.2812525,8.403178723,547.2059919,3.368563312,3.244725295,8.18768178,9.688385269,3.885358915,4.859170261,111,NA,NA,NA,
112,113117,2287.83318,1357.048473,8.049779183,2.167702683,8.067555283,13.74721631,295,2.30513476,0.5,1.625,3.76,38.27,4.415875696,0.593158839,593.158839,0.548571035,"701, 4, 45, 17","NA, SEPTA31309, SEPTA25240, SEPTA17203, SEPTA17209, SEPTA150, SEPTA17232, SEPTA20959, SEPTA20960, SEPTA31307, SEPTA32135, SEPTA25239, SEPTA158, SEPTA31487, SEPTA17229, SEPTA17231",35.45985036,16.72761822,200.1578044,1.079430246,1.186860342,10,8.668555241,7.734311352,4.83371989,112,NA,NA,NA,
113,136311,2571.450567,4893.428921,13.45085786,10.36233099,13.17598474,17.47634845,354,9.256389164,1.383333333,8.727068071,16.65269231,47.37,3.569955019,1.902983858,1902.983858,0.265407237,"66, 88, 70","SEPTA21839, SEPTA21840, SEPTA21928, NA, SEPTA21841, SEPTA21927, SEPTA26161, SEPTA21925, SEPTA21924, SEPTA21843, SEPTA21923, SEPTA32477, SEPTA32478, SEPTA21844, SEPTA21845, SEPTA21921, SEPTA21846, SEPTA21920, SEPTA21943, SEPTA22595, SEPTA1227, SEPTA21858, SEPTA21838, SEPTA21837, SEPTA21930, SEPTA21931, SEPTA21929, SEPTA964, SEPTA21836",103.3022783,18.42150909,503.8552408,3.463049355,2.987671679,6.47246186,2.209631728,8.517511877,4.827319926,113,Frankford Avenue,Rhawn to Linden,NA,
114,106411,1121.869774,2620.08884,8.753401985,7.215650504,8.227039982,11.01438225,117,19.71194819,7.931057514,19.61172161,31.06879787,7.23,1.697558976,2.335466113,2335.466113,0.19393134,"331, 33","NA, SEPTA2780, SEPTA22052, SEPTA2754, SEPTA21080, SEPTA2773, SEPTA14910, SEPTA2751, SEPTA2742, SEPTA2770",362.3912642,6.444598266,932.9904424,4.25008041,5.532281688,4.729385739,8.186968839,2.979774458,4.805078461,114,NA,NA,NA,
115,204111,2210.76712,5641.262393,10.98696292,9.386916218,10.76551421,12.67986811,257,14.55348987,9.362948718,14.43333333,20.28628571,28.18,1.565219722,2.551721682,2551.721682,0.142461546,"801, 802","SEPTA1348, SEPTA18235, SEPTA17100, SEPTA1341, SEPTA17085, SEPTA17099, SEPTA18237, NA, SEPTA18236, SEPTA18267, SEPTA17084, SEPTA18268, SEPTA17080, SEPTA18269, SEPTA17075, SEPTA18270, SEPTA18229, SEPTA17130, SEPTA17128, SEPTA18230, SEPTA17124, SEPTA18233, SEPTA17125, SEPTA18232, SEPTA17123, SEPTA18234, SEPTA17126, SEPTA18231",200.1867421,12.74670668,795.0202647,4.643622219,4.714170534,3.474196608,4.362606232,5.893666201,4.792465093,115,NA,NA,NA,
116,186111,2048.456291,3590.86535,9.973076413,7.716751073,9.90465468,13.08207924,188,11.73638198,5.440833333,10.80860806,19.50151515,28.54,2.475727228,1.752961665,1752.961665,0.248241077,57,"NA, SEPTA17665, SEPTA17967, SEPTA17666, SEPTA17966, SEPTA17968, SEPTA17664, SEPTA845, SEPTA17663, SEPTA862, SEPTA17969, SEPTA925, SEPTA844, SEPTA30868, SEPTA17960, SEPTA17671, SEPTA17961, SEPTA17670, SEPTA17962, SEPTA17669, SEPTA17963, SEPTA17667, SEPTA17965, SEPTA17668, SEPTA17964",125.8186878,13.93244275,558.4412386,3.19003902,3.311346073,6.053832293,6.203966006,6.441912332,4.768049144,116,NA,NA,NA,
117,177112,1472.551159,4101,11.46291475,8.89709263,10.95957451,14.71637922,252,11.57674162,4.14,11.20555556,19.17,15.56,2.647919227,2.784962666,2784.962666,0.230998772,"88, 88S, 70","SEPTA26383, SEPTA22756, SEPTA26504, SEPTA31379, SEPTA22352, SEPTA22804, SEPTA22453, SEPTA22454, SEPTA22754, SEPTA1242, SEPTA22805, SEPTA22753, NA, SEPTA22755, SEPTA22752, SEPTA30986, SEPTA17679, SEPTA1023, SEPTA17513",263.5604113,10.5666957,727.3483897,5.068074078,4.31290182,5.633345786,3.88101983,4.885699413,4.75596453,117,NA,NA,NA,
118,247111,2540.965064,4255,9.245776638,1.99155883,9.52648034,13.1090186,255,12.1589169,4.5,11,21.5,21.83,3.802730198,1.674560607,1674.560607,0.411293756,"LUCYGR, 30, 38, 40","NA, SEPTA21426, SEPTA421, SEPTA22230, SEPTA2452, SEPTA21248, SEPTA32178, SEPTA21425, SEPTA21422, SEPTA21423, SEPTA21424, SEPTA22225, SEPTA22228, SEPTA25989, SEPTA22221, SEPTA22223, SEPTA22224, SEPTA31582, SEPTA642, SEPTA22226, SEPTA21627, SEPTA22227",194.9152542,8.591223984,529.4940168,3.047364803,3.139699958,10,7.450424929,3.972304981,4.721145552,118,NA,NA,NA,
119,166112,1521.589523,4729.828046,9.295244065,7.835406534,8.907826368,11.07074355,218,19.55515369,8.705128205,19.0789126,30.32847222,6.82,1.664797785,3.108478322,3108.478322,0.179102106,6,"SEPTA25288, SEPTA11133, SEPTA11128, SEPTA11132, NA, SEPTA11135, SEPTA14890, SEPTA20606, SEPTA11127",693.5231739,4.482154943,888.7587788,5.656807756,5.270004593,4.367746568,7.393767705,2.072403937,4.719993356,119,NA,NA,NA,
120,124112,2163.540928,4469,9.412577652,8.180989102,9.258654544,10.72159967,185,9.801617002,5.215384615,9.230769231,15.4,25.87,1.080802473,2.065595313,2065.595313,0.114825345,46,"NA, SEPTA21645, SEPTA21499, SEPTA21500, SEPTA21644, SEPTA711, SEPTA716, SEPTA19029, SEPTA21643, SEPTA32182, SEPTA717, SEPTA21812, SEPTA710, SEPTA21860, SEPTA21864, SEPTA21809, SEPTA21865, SEPTA21810, SEPTA21811, SEPTA21863, SEPTA21808, SEPTA21870, SEPTA21807, SEPTA21873, SEPTA709, SEPTA21871, SEPTA21806, SEPTA21805, SEPTA21875",172.7483572,11.95725011,752.6947155,3.758969623,4.463195979,2.800235113,7.053824363,5.528646938,4.66946057,120,NA,NA,NA,
121,102111,1302.636594,3316,11.14305369,9.039946292,10.93927081,13.62246092,230,12.92903727,3,11.35714286,26.15714286,13.37,1.883199578,2.54560636,2545.60636,0.169002109,42,"SEPTA22125, SEPTA22156, SEPTA22124, SEPTA22158, SEPTA22154, NA, SEPTA21457, SEPTA22127, SEPTA22151, SEPTA22147, SEPTA22122, SEPTA22191, SEPTA22190, SEPTA26111, SEPTA22160",248.0179506,10.26379887,829.1922242,4.632493558,4.916797374,4.121438885,4.135977337,4.745649681,4.605912181,121,NA,NA,NA,
122,136322,2410.055074,4173.906108,13.88756475,9.126530612,13.65951057,19.86363636,331,8.591648808,3.5,7.920454545,15,41.61,4.149247141,1.731871671,1731.871671,0.298774279,"66, 84, WR5, 133, 130, 129","SEPTA954, SEPTA21880, SEPTA21905, SEPTA21906, NA, SEPTA21878, SEPTA21877, SEPTA21907, SEPTA21872, SEPTA21910, SEPTA21869, SEPTA21911, SEPTA21912, SEPTA21859, SEPTA21918, SEPTA21861, SEPTA21916, SEPTA21917, SEPTA21866, SEPTA21915, SEPTA21868, SEPTA21913, SEPTA21914, SEPTA7523, SEPTA21876, SEPTA21908, SEPTA21909, SEPTA17072",100.3101684,17.26516562,447.7495295,3.151659457,2.654985957,7.286180836,1.898016997,7.982855937,4.595400067,122,Frankford Avenue,Linden to County Line,NA,
123,227111,1348.655146,3055.213498,9.814074815,8.152787016,9.543173426,12.02637493,191,11.91291732,5.889115646,10.26666667,20.57142857,12.06,2.038981196,2.265377852,2265.377852,0.207760918,57,"SEPTA17391, NA, SEPTA17392, SEPTA18127, SEPTA18128, SEPTA18126, SEPTA17397, SEPTA24204, SEPTA17395, SEPTA18125, SEPTA18124, SEPTA17399, SEPTA18123, SEPTA17401, SEPTA18122, SEPTA17533, SEPTA18119, SEPTA18120",253.3344525,8.942241487,734.4171238,4.122533817,4.354816749,5.066646394,6.402266289,4.134604157,4.586602766,123,NA,NA,NA,
124,131111,2809.405187,3829.189121,10.35234486,5.532029753,10.73807719,13.96269625,284,8.657391648,3.674076923,7.823192387,15.0241453,38.33,3.219311084,1.362989268,1362.989268,0.310974096,"32, 54","SEPTA585, NA, SEPTA55, SEPTA15961, SEPTA16555, SEPTA581, SEPTA15962, SEPTA16553, SEPTA15989, SEPTA16554, SEPTA15990, SEPTA16552, SEPTA15991, SEPTA15992, SEPTA16551, SEPTA16550, SEPTA644, SEPTA15993, SEPTA16549, SEPTA16547, SEPTA15995, SEPTA16546, SEPTA15996, SEPTA15997, SEPTA16545, SEPTA15994, SEPTA16548, SEPTA17998, SEPTA586",99.90057712,13.6434574,499.0790795,2.480367391,2.959350843,7.583696653,5.439093484,6.308294825,4.564852032,124,NA,NA,NA,
125,126111,1026.959268,2372.12311,8.772977413,7.415314563,8.695277378,10.32122033,121,16.66250329,7.944444444,15.55555556,25.66666667,8.28,1.144007208,2.309851213,2309.851213,0.130401249,"WCS, 64","SEPTA24628, SEPTA24855, SEPTA24629, SEPTA24854, SEPTA24627, SEPTA24856, SEPTA31787, SEPTA24853, SEPTA24630, SEPTA24852, SEPTA24626, SEPTA24857, SEPTA24625, SEPTA24858, NA, SEPTA24624, SEPTA24859, SEPTA30880, SEPTA25587",286.4882983,8.062637205,763.9538165,4.203466423,4.529958205,3.180083245,8.130311615,3.727903497,4.529131389,125,NA,NA,NA,
